name,location,cuisines,rate,cost,online_order,book_table,cuisine_count
Moriz Restaurant,Brookefield,"Arabian, North Indian, Biryani, Chinese, Seafood",2.8,750,Yes,No,5
New Food Magic,Marathahalli,"North Indian, Chinese, Biryani",3.7,400,Yes,No,3
Ooty Chocolates,Whitefield,Desserts,3.6,300,Yes,No,1
Pizza Hut,Marathahalli,"Pizza, Fast Food",2.6,750,Yes,No,2
Uma Bhai Restaurant,Marathahalli,Oriya,3.6,200,Yes,No,1
Cafe Petu,Marathahalli,"North Indian, Sandwich",3.8,300,Yes,No,2
Juice Berg,Brookefield,"Beverages, Fast Food",3.8,150,No,No,2
Kolkata Famous Katti Rolls,Marathahalli,"Fast Food, Rolls",3.4,200,Yes,No,2
Flavors Restaurant,Whitefield,"North Indian, Chinese",2.9,700,No,No,2
Delicious Cakes,Marathahalli,Bakery,3.1,400,No,No,1
Baskin Robbins,Brookefield,"Ice Cream, Desserts",3.9,250,Yes,No,2
Muscat Restaurant,Marathahalli,"North Indian, Chinese",3.0,400,Yes,No,2
Curries And Pickles,Kaggadasapura,"Andhra, North Indian, Biryani",2.9,350,Yes,No,3
Amaravati Authentic Andhra Restaurant,Brookefield,"Andhra, Chinese, North Indian, Biryani",3.0,600,Yes,No,4
Nanda's,Marathahalli,"Andhra, North Indian, Chinese, Seafood, Biryani",3.7,650,Yes,No,5
Yumlane,Brookefield,"Pizza, Fast Food",2.9,200,Yes,No,2
Konaseema Kitchen,Marathahalli,"North Indian, Biryani, Andhra, South Indian",3.8,600,Yes,Yes,4
Chatorezz,Marathahalli,"North Indian, Chinese",3.6,250,Yes,No,2
Master Chifoo,Marathahalli,"Chinese, Thai, Momos",3.9,800,Yes,No,3
O2 Juice Bar,Marathahalli,"Juices, Fast Food",3.6,200,Yes,No,2
Parrattha Ssinghh,Marathahalli,North Indian,4.1,250,Yes,No,1
Dhaba Social,Brookefield,North Indian,4.0,700,Yes,No,1
Cream and Fudge,Brookefield,"Ice Cream, Desserts",3.3,250,Yes,No,2
Sudhir Vada Pav & Paratha Center,Marathahalli,Street Food,3.4,250,Yes,No,1
99 Caffe,Brookefield,"South Indian, North Indian, Chinese",3.6,250,Yes,No,3
New Udupi Upahar,Marathahalli,"Chinese, North Indian, South Indian",3.8,300,Yes,No,3
WOW! Momo,Marathahalli,"Tibetan, Momos",3.6,400,Yes,No,2
Kabab Magic,Marathahalli,"North Indian, Kebab, Fast Food",3.0,500,Yes,No,3
HomelyDelight,Brookefield,North Indian,3.7,300,Yes,No,1
Cafe Thulp,"ITPL Main Road, Whitefield","Cafe, Burger, Italian, Salad",3.6,1000,Yes,No,4
Ginger & Garlic,Brookefield,"South Indian, North Indian, Chinese",3.6,350,Yes,No,3
Zeeshan,Marathahalli,"North Indian, Kebab, Biryani, Rolls",3.6,700,Yes,No,4
Chullah Bhatti,Marathahalli,"North Indian, Chinese",4.0,900,Yes,Yes,2
Best Of Bengal,Marathahalli,Bengali,3.8,300,Yes,No,1
Costa Biryanis,East Bangalore,"Andhra, Biryani, North Indian, South Indian",3.3,300,Yes,No,4
Puchkas,Marathahalli,"Street Food, North Indian",4.1,200,Yes,No,2
Sankranti,Marathahalli,Andhra,3.6,600,Yes,No,1
Coorg Diaries,Kaggadasapura,South Indian,3.5,400,Yes,No,1
Kakaji,Marathahalli,North Indian,3.7,350,Yes,No,1
Delite Chaat House,Marathahalli,"Street Food, Gujarati",3.3,300,Yes,No,2
Andhra Ruchulu,Brookefield,"Andhra, North Indian, Chinese, Biryani",3.5,500,Yes,No,4
South House,Brookefield,"South Indian, Biryani",4.2,800,Yes,No,2
Chung Wah,Marathahalli,"Chinese, Momos, Vietnamese, Thai",2.9,500,Yes,No,4
Delicacy,CV Raman Nagar,"Chinese, Thai, Momos",3.8,500,Yes,No,3
Sanjha Chulha,Marathahalli,"North Indian, Pizza, Fast Food",4.0,800,Yes,Yes,3
Raapchick,Brookefield,"Fast Food, Burger",3.7,300,Yes,No,2
Hyderabad Biryaani House,Marathahalli,"Biryani, North Indian, Chinese",3.7,700,Yes,No,3
Chinese Street,Marathahalli,Chinese,3.1,650,Yes,No,1
Swathi Deluxe,Marathahalli,"North Indian, Seafood, Chinese, Biryani",3.9,750,Yes,Yes,4
Baker's Cafe,Marathahalli,"Bakery, Desserts",3.5,200,Yes,No,2
Dawat,Marathahalli,"North Indian, Chinese",3.5,400,Yes,No,2
Hotel Sapthagiri,Marathahalli,"Andhra, North Indian, Chinese",3.6,700,Yes,No,3
Aashish Foods,Marathahalli,North Indian,3.8,150,Yes,No,1
Freshkhilao,Brookefield,"Chinese, North Indian, Biryani, Juices",3.5,750,Yes,No,4
Hot Brixx,Marathahalli,"Italian, Pizza",3.7,500,Yes,No,2
3 Leafs,Kaggadasapura,"North Indian, South Indian, Chinese",3.7,600,Yes,No,3
Yummy Punjabi,Bellandur,"North Indian, Chinese",3.0,400,Yes,No,2
Punjab Zone,Bellandur,North Indian,2.8,400,Yes,No,1
Dawat Midnight Express,Marathahalli,"North Indian, Chinese",3.1,450,No,No,2
Ram Bhog,Marathahalli,"Chinese, North Indian",3.8,200,No,No,2
Chellappa's,Kaggadasapura,"Chettinad, South Indian, North Indian",3.2,500,Yes,No,3
Grand Hotel,Old Airport Road,"Hyderabadi, Biryani",3.6,500,Yes,No,2
Haveli,Marathahalli,"Biryani, North Indian, Mughlai",3.7,700,Yes,No,3
Mad Over Donuts,"ITPL Main Road, Whitefield","Bakery, Desserts, Beverages",3.9,450,Yes,No,3
Feel@Home,Marathahalli,"North Indian, Chinese",3.6,300,Yes,No,2
Celebrations 365,Brookefield,"Desserts, Ice Cream",3.3,350,Yes,No,2
JLT Food,Whitefield,North Indian,3.6,450,Yes,No,1
Little Nature,Marathahalli,"Juices, Ice Cream, Fast Food",3.1,250,Yes,No,3
Fashion Knack Cafe,Whitefield,"Cafe, Burger, Sandwich",3.7,250,No,No,3
Sindhuri Restaurant,Marathahalli,"Chinese, North Indian, Biryani",3.1,600,Yes,No,3
Desi Zaika,Kaggadasapura,"North Indian, Chinese, Bengali, Fast Food",2.8,450,Yes,No,4
The Zaika Of Banaras,Marathahalli,"North Indian, Street Food",3.3,350,Yes,No,2
Luscious Folks,Marathahalli,North Indian,3.9,250,Yes,No,1
House of Torte,Kaggadasapura,"Bakery, Cafe, Burger, Fast Food",3.8,450,Yes,No,4
Golden Rice,Marathahalli,"North Indian, Mughlai, Seafood, Chinese",4.2,1000,Yes,No,4
Kudil Kerala Kitchen,Marathahalli,Kerala,3.8,300,Yes,No,1
Venad Kitchen,Kaggadasapura,Kerala,3.8,300,Yes,No,1
Paakam,Marathahalli,South Indian,3.7,150,No,No,1
Panda Foods,Marathahalli,"North Indian, Juices",3.5,300,Yes,No,2
Yumatos,Whitefield,"North Indian, Chinese",3.4,500,Yes,No,2
Parasme,Marathahalli,"Continental, Italian, Chinese, North Indian, Momos",3.7,400,Yes,No,5
Delhi Restaurant,Marathahalli,"North Indian, Mughlai, Chinese",3.8,400,Yes,No,3
Not Just Parathas,Kaggadasapura,"North Indian, Chinese",3.8,500,Yes,No,2
Desi Chinese,East Bangalore,"Chinese, North Indian",3.6,400,Yes,No,2
Punjabi Tandoor,Kaggadasapura,"North Indian, Chinese",3.6,700,Yes,No,2
Daniyal's,Marathahalli,"North Indian, Biryani, Mughlai, Kebab",3.5,800,Yes,No,4
Drunken Monkey,Marathahalli,"Beverages, Fast Food",3.9,500,Yes,No,2
Tayabbs,Whitefield,"Fast Food, Rolls",3.3,350,Yes,No,2
Kidilum,Marathahalli,"North Indian, Chinese, Kerala",3.6,450,Yes,No,3
Sorse,Marathahalli,"Bengali, Oriya",3.7,650,Yes,No,2
China On My Plate,Whitefield,Chinese,3.0,800,No,No,1
Lassi,Marathahalli,"Beverages, Juices, Ice Cream, Sandwich, Fast Food",3.3,200,Yes,No,5
Kaka Food Corner,Whitefield,North Indian,3.4,300,Yes,No,1
Central Cafe,Marathahalli,"Beverages, Fast Food",3.2,300,Yes,No,2
Thanco's Naturals Ice Cream,Marathahalli,"Ice Cream, Desserts",3.6,450,Yes,No,2
Aaha,Brookefield,"North Indian, Chinese",3.6,300,Yes,No,2
The Big Grill,Marathahalli,"North Indian, Chinese, Mughlai",3.4,400,No,No,3
Fire And Ice,Kaggadasapura,"Desserts, Fast Food",3.7,300,Yes,No,2
Jiyan Swadista,Marathahalli,"Chinese, Kebab, North Indian",3.4,300,Yes,No,3
Ganga Foods,Marathahalli,"South Indian, Chinese",3.5,200,Yes,No,2
Swad-Deshi Restaurant,Marathahalli,"South Indian, Chinese",3.5,300,Yes,No,2
Al Zaiqa Hotel,Marathahalli,"Chinese, South Indian, Fast Food",3.4,200,Yes,No,3
Go Gharelu,Marathahalli,"North Indian, Biryani",3.1,250,Yes,No,2
Bufferia Express,East Bangalore,"North Indian, Chinese",3.5,800,Yes,No,2
Rolls Kitchen,Marathahalli,"Fast Food, Rolls",3.2,250,Yes,No,2
Sri Vishnu Veg,Marathahalli,South Indian,3.5,200,Yes,No,1
Konark Restaurant,Marathahalli,"North Indian, South Indian",3.1,200,Yes,No,2
Southern Spice,"Varthur Main Road, Whitefield","North Indian, Chinese, Biryani, Andhra",4.0,800,Yes,No,4
Erivum Puliyum,Brookefield,"Kerala, South Indian, Seafood",3.9,500,Yes,No,3
MumÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂs Kitchen,Marathahalli,"North Indian, South Indian",3.5,200,Yes,No,2
Spicy Paratha House,Marathahalli,"North Indian, Chinese",3.0,450,Yes,No,2
Rayalaseema Spices,Brookefield,"Andhra, South Indian",3.5,550,Yes,No,2
Andhra Central,Marathahalli,Andhra,3.1,400,Yes,No,1
Foodishq,Whitefield,North Indian,3.7,450,Yes,No,1
Risalo Pizzeria,Brookefield,"Pizza, Italian, Desserts",4.0,900,Yes,No,3
SGS Non Veg - Gundu Pulav,Marathahalli,"Biryani, Fast Food",3.1,400,Yes,No,2
Raja Bhojaun,Marathahalli,"Chinese, North Indian, South Indian",3.4,250,Yes,No,3
All Shook Up,Marathahalli,"Desserts, Beverages",3.7,300,Yes,No,2
Ginger Mint,Marathahalli,"North Indian, South Indian, Chinese",3.0,600,Yes,No,3
The Litti Company,Whitefield,Bihari,3.6,400,Yes,No,1
Ice Creamist,Kaggadasapura,"Ice Cream, Desserts",3.2,300,Yes,No,2
Odians,Marathahalli,"North Indian, Chinese, Oriya",3.1,500,Yes,No,3
Ramji Chaiwale,Bellandur,"Beverages, Fast Food",3.4,250,Yes,No,2
Lucknow Central,Marathahalli,North Indian,3.0,350,Yes,No,1
Hashtag Kitchen,Marathahalli,"North Indian, Biryani, Chinese",3.3,600,Yes,No,3
The Grilled & Fried,Marathahalli,Fast Food,2.8,300,Yes,No,1
Petoo,Marathahalli,"Biryani, North Indian, Andhra",3.8,450,Yes,No,3
Hyderabadi Zaiqa,Bellandur,"Hyderabadi, North Indian, Biryani",3.1,700,Yes,No,3
Nawabi Zaica,Marathahalli,"North Indian, Mughlai, Chinese",3.5,600,Yes,No,3
Delhi Delight Food Cafe,Jeevan Bhima Nagar,"Chinese, North Indian",3.1,200,Yes,No,2
Bageecha,Marathahalli,"North Indian, Chinese",2.1,650,Yes,No,2
BFC Family Restaurant,Kaggadasapura,"North Indian, Biryani, Chinese, Rolls",3.2,600,Yes,No,4
Kaayal,Brookefield,"Kerala, Chinese",3.2,500,Yes,No,2
Jade,Brookefield,"Chinese, Seafood, Momos",3.7,750,Yes,Yes,3
Juice Junction,Marathahalli,"Juices, Fast Food, South Indian, Chinese",3.7,200,No,No,4
Regale Restaurant,Marathahalli,"North Indian, Chinese",3.6,350,Yes,No,2
Five Spice Dining,Marathahalli,"Chinese, North Indian, South Indian",3.6,750,Yes,No,3
Infinity Family Restaurant,Marathahalli,"North Indian, Chinese",3.6,500,Yes,No,2
Mughal Restaurant,Brookefield,"Mughlai, Chinese, Kerala",3.3,600,Yes,No,3
Strawbees,Kaggadasapura,"Bakery, Desserts",3.8,350,Yes,No,2
Tandoori Chowk,Marathahalli,"North Indian, Chinese",3.5,400,Yes,No,2
Momo Bites,Marathahalli,Tibetan,3.0,350,Yes,No,1
Kolkata Famous Kathi Rolls,Brookefield,"Chinese, Rolls",3.6,150,Yes,No,2
Srinathji's,Marathahalli,"North Indian, Chinese, Continental, Street Food",3.9,750,Yes,Yes,4
Decker's Lane,Marathahalli,Bengali,2.1,400,Yes,No,1
Taco Bell,Brookefield,"Mexican, American, Fast Food",4.0,600,Yes,No,3
Jaffa's Biryani,Marathahalli,"Biryani, North Indian, Chinese",3.8,650,Yes,No,3
Hungree Belly,Kaggadasapura,"Continental, North Indian, Chinese, Bengali",4.0,800,Yes,Yes,4
Biryani Park,Brookefield,"North Indian, Biryani, Chinese, Mughlai",3.4,500,Yes,No,4
Chopstick Kitchen,Kaggadasapura,"Chinese, Momos",3.4,600,Yes,No,2
Swad Punjabi Dhaba,Thippasandra,North Indian,3.6,300,No,No,1
US Pizza,Kaggadasapura,"Pizza, Italian, Salad",2.4,500,Yes,No,3
New Tandoor Fusion,Kaggadasapura,"North Indian, Chinese",3.1,350,Yes,No,2
Deccan Kitchen,Marathahalli,"South Indian, North Indian",3.6,700,Yes,No,2
Oogway Express,Marathahalli,"Chinese, Thai, Momos",3.7,600,Yes,No,3
Nashta Pani -The Gujarat's Special,Marathahalli,"Gujarati, Fast Food",3.4,200,Yes,No,2
Imli,Marathahalli,"North Indian, Beverages, Fast Food, Street Food",3.3,250,No,No,4
Samosa Express,Marathahalli,Street Food,2.9,200,Yes,No,1
Bismillah Bawarchi,Brookefield,"North Indian, Chinese, Biryani",3.6,300,Yes,No,3
Pait Full,Kaggadasapura,"North Indian, Chinese, Biryani",3.8,750,Yes,No,3
Food Factory,Marathahalli,North Indian,3.3,400,Yes,No,1
Kamakshi Kitchen,Marathahalli,"Chinese, South Indian",3.7,350,Yes,No,2
Big Chick Fried Chicken,Kaggadasapura,Fast Food,3.5,400,Yes,No,1
Romy's Kitchen,Marathahalli,"North Indian, Chinese, Italian",3.1,450,Yes,No,3
Ambur Dum Biriyani,Bellandur,Biryani,3.3,200,Yes,No,1
Reddy's Paradise,Bellandur,Andhra,3.3,700,Yes,No,1
Andhra Star Biryani,Brookefield,Biryani,3.2,200,No,No,1
Sri Udupi Deluxe,Marathahalli,"North Indian, Chinese, South Indian, Fast Food",3.5,400,Yes,No,4
D'Brooks,Brookefield,"North Indian, Continental",3.5,400,Yes,No,2
Andhra Vindu Multi Cuisine Restaurant,Marathahalli,"Andhra, South Indian, Fast Food",3.3,600,Yes,No,3
The Red Tandoor,Marathahalli,"Chinese, North Indian",3.2,400,Yes,No,2
Gelato Italiano,Brookefield,"Ice Cream, Bakery, Desserts",3.4,200,Yes,No,3
Mother's Food,Whitefield,"North Indian, Chinese",3.8,200,Yes,No,2
Aahar Vihar,Marathahalli,North Indian,4.0,250,Yes,No,1
Chef Delicacies,"Varthur Main Road, Whitefield","Kebab, Rolls, Charcoal Chicken",2.7,400,Yes,No,3
Carlos Cake Cafe,Marathahalli,"Bakery, Desserts",3.3,300,Yes,No,2
Lassi Magic,Marathahalli,Beverages,3.5,150,Yes,No,1
MealBox Inc.,Marathahalli,North Indian,3.9,800,Yes,No,1
Smoke - The Sizzler House,Bellandur,"Continental, Chinese, Thai, BBQ, Steak",3.3,900,No,No,5
New Milestone Restaurant,Marathahalli,North Indian,3.4,700,Yes,No,1
Food Box -The Taste Of Odisha,Marathahalli,"Chinese, Oriya, Bengali, North Indian",3.2,350,No,No,4
Rajwada Food,Marathahalli,North Indian,3.0,300,Yes,No,1
Kingley Grand,Marathahalli,"Biryani, North Indian, Chinese",3.5,600,Yes,No,3
Fusion Panda,Whitefield,"North Indian, Kebab",3.5,300,Yes,No,2
Potpourri Kitchen,Marathahalli,"South Indian, Mughlai, North Indian, Beverages",3.7,700,Yes,No,4
RPS Food Corner,Marathahalli,"North Indian, Chinese, Bengali, Biryani",3.3,400,Yes,No,4
New Shanthi Sagar,"Varthur Main Road, Whitefield","South Indian, North Indian, Chinese, Street Food",3.8,300,Yes,No,4
Speedy Chow,Marathahalli,Chinese,3.5,600,Yes,No,1
Kalinga Delicacies Restaurant,Brookefield,"North Indian, Bengali, Oriya, Chinese",3.2,500,Yes,No,4
North Indies,Kaggadasapura,North Indian,3.8,450,Yes,No,1
Maa Durga Restaurant,Whitefield,North Indian,3.2,300,Yes,No,1
Sri Vinayaka 99 Variety Dosa,Marathahalli,South Indian,3.2,350,No,No,1
Hungrill Barbeque,Kaggadasapura,"BBQ, Rolls",3.4,300,Yes,No,2
Keerthi Restaurant Andhra Style,Marathahalli,Andhra,3.3,300,Yes,No,1
The Grains,Marathahalli,"South Indian, North Indian, Chinese",3.6,300,Yes,No,3
Sangam Sweets,Marathahalli,"Mithai, Street Food",3.1,200,Yes,No,2
Maashpacheez,Marathahalli,"North Indian, Chinese, South Indian",3.5,300,Yes,No,3
The Spice Pavillion,Marathahalli,North Indian,3.7,600,Yes,No,1
Jalsa,Marathahalli,"North Indian, Mughlai",4.2,1500,Yes,Yes,2
Udupi Nalapaka,Bellandur,"South Indian, North Indian, Chinese",3.9,400,Yes,No,3
Tastybites.com,Brookefield,"Fast Food, Sandwich, South Indian",3.7,150,Yes,No,3
Spicy Andhra,Marathahalli,"Andhra, North Indian, Chinese",2.9,600,Yes,No,3
Chai Darbaar,Marathahalli,"North Indian, Chinese, Fast Food",3.1,300,Yes,No,3
Apoorva Multi Cuisine Restaurant,Brookefield,"North Indian, South Indian, Chinese, Andhra, Biryani",3.9,750,Yes,No,5
Kaafi Desi,Marathahalli,"North Indian, Street Food",4.0,150,Yes,No,2
Gaura's Secret Recipe,Marathahalli,"North Indian, Gujarati, Rajasthani",3.8,250,Yes,No,3
Spicy House,Marathahalli,"North Indian, Chinese, Seafood, Biryani",3.7,500,Yes,No,4
Breezy Cow Bar,Kaggadasapura,Beverages,3.8,400,Yes,No,1
Crunchie Corner,Brookefield,"Fast Food, Continental, Desserts",4.0,450,Yes,No,3
Namak Swad Anusaar,Marathahalli,"North Indian, Chinese, Biryani, Rolls",3.8,400,Yes,No,4
Shaadi Ki Biryani,"Varthur Main Road, Whitefield","Biryani, Charcoal Chicken",2.5,600,Yes,No,2
The Pallavas ( Authentic Taste Of Southern Cuisine ),Brookefield,South Indian,3.7,400,Yes,No,1
Pita Pocket Factory,Brookefield,"Mediterranean, Continental, Italian, Burger",3.6,500,No,No,4
Jashn,Marathahalli,North Indian,3.7,750,Yes,No,1
Thalassery Restaurant,Marathahalli,"Kerala, Biryani, South Indian, North Indian, Chinese, Arabian, Beverages",3.2,500,Yes,No,7
The London Shakes,Marathahalli,"Fast Food, Beverages",4.1,300,Yes,No,2
Food Square,Marathahalli,"Fast Food, Chinese",3.6,200,Yes,No,2
Matka House,Kaggadasapura,"North Indian, Chinese, Continental, Biryani",3.9,450,Yes,No,4
Aashirvaad Restaurant,Marathahalli,"North Indian, Oriya, Chinese",3.1,300,Yes,No,3
Salt Mango Tree,Whitefield,Kerala,4.3,1000,Yes,No,1
Mr Manchurian,Marathahalli,"Chinese, Momos",3.6,500,Yes,No,2
Daily Sushi,Marathahalli,"Korean, Sushi",3.6,900,Yes,No,2
Golkonda Chimney,Marathahalli,"Biryani, North Indian, Mughlai",3.5,850,Yes,Yes,3
Moriz Restaurant,Marathahalli,"Arabian, North Indian, Seafood, Chinese, Biryani",3.2,800,Yes,No,5
Sai Santhi Cafe,Marathahalli,"South Indian, North Indian, Chinese",3.8,400,Yes,No,3
Nikhil's Food Court,Brookefield,"South Indian, North Indian, Chinese, Fast Food",3.4,300,Yes,No,4
Crazy Crush - Juices & Desserts Cafe,Whitefield,"Beverages, Ice Cream, Fast Food",3.5,300,Yes,No,3
Odisha Kitchen,Marathahalli,"Oriya, North Indian, Chinese",3.1,500,Yes,No,3
Rolls & Bowls,Brookefield,"Rolls, Chinese",4.5,250,Yes,No,2
Not Just Waffles,Brookefield,"Desserts, Ice Cream",4.1,400,Yes,No,2
Swadist Restaurant,Marathahalli,"Oriya, Chinese, North Indian",3.6,300,Yes,No,3
VSV Chettinad,Kaggadasapura,"Chettinad, South Indian, Chinese, Seafood, Rolls, North Indian",3.3,600,Yes,No,6
Sri Lakshmi Vaibhav,Marathahalli,"South Indian, North Indian, Chinese",3.7,500,Yes,No,3
Foodmazic,Kaggadasapura,"BBQ, Beverages, Burger, Rolls, Tea",3.7,200,No,No,5
Andhra Express,CV Raman Nagar,"Andhra, Biryani, North Indian, Beverages",3.7,300,Yes,No,4
Mainland China,Whitefield,Chinese,4.7,1700,Yes,Yes,1
Kolkata Spicy Restaurant,Marathahalli,Bengali,2.8,300,Yes,No,1
Sri Jayadurga Biryani,Marathahalli,Biryani,3.8,300,Yes,No,1
Punjabi Dawat,Bellandur,"North Indian, Chinese",2.9,400,Yes,No,2
Wangs Kitchen,Marathahalli,Chinese,3.0,1000,Yes,No,1
Brooks 37,Brookefield,"North Indian, Continental, Asian, Pizza",4.1,1000,Yes,Yes,4
Ji Hazoor,Whitefield,"Mughlai, North Indian, Biryani, Afghan",4.0,1100,Yes,Yes,4
Meena's Kitchen,Marathahalli,"Continental, North Indian, Mexican",3.5,400,Yes,No,3
Slurpy Shakes,Brookefield,Beverages,3.4,300,Yes,No,1
The North and South Restaurant,Whitefield,"North Indian, Chinese, South Indian",3.2,400,Yes,No,3
Sunshadow.in,Kaggadasapura,"North Indian, Chinese",3.5,400,No,No,2
Ackley Kitchen,Kaggadasapura,"Fast Food, Continental, Burger",3.6,500,Yes,No,3
Wok Steam & Grills,Marathahalli,Asian,3.7,400,Yes,No,1
Nitehunger,Marathahalli,"North Indian, Chinese",2.6,500,Yes,No,2
Reddy's Restaurant,Bellandur,"Andhra, Biryani, South Indian, Chinese",3.3,500,Yes,No,4
Abhiruchi Restaurant,Bellandur,"Fast Food, Biryani, Chinese",3.5,400,Yes,No,3
Banchharam,Marathahalli,"Street Food, Mithai",3.8,200,No,No,2
Vishal Sweets & Restaurant,Marathahalli,"North Indian, Chinese, Oriya, Mithai",3.7,250,No,No,4
CakeZone,Marathahalli,"Bakery, Desserts",4.1,500,No,No,2
Sweet Truth,Marathahalli,"Bakery, Desserts",4.0,500,Yes,No,2
Baskin Robbins,Marathahalli,"Ice Cream, Desserts",3.2,250,Yes,No,2
Just Bake,Marathahalli,Bakery,3.7,400,Yes,No,1
Polar Bear,Marathahalli,"Desserts, Ice Cream, Beverages, Sandwich",4.0,400,Yes,No,4
Lassi Shop,Marathahalli,"Beverages, Ice Cream",3.8,200,Yes,No,2
Chef Baker's,Marathahalli,Bakery,3.3,450,Yes,No,1
Kartik's Mithai Shoppe,Marathahalli,"Mithai, Street Food",3.5,150,No,No,2
Cafe Coffee Day,Marathahalli,"Cafe, Fast Food",2.9,900,Yes,No,2
The French Loaf,Marathahalli,"Bakery, Desserts, Sandwich",3.2,400,No,No,3
Kwality Wall's Swirl's,Marathahalli,"Ice Cream, Desserts",2.9,200,No,No,2
Daily Bread,Marathahalli,"Bakery, Fast Food, Italian",3.6,600,No,No,3
Lassi House,Marathahalli,"Beverages, Burger",3.1,300,No,No,2
Pulla Reddy Sweets,Marathahalli,Mithai,3.5,250,No,No,1
Warm Oven,Marathahalli,"Bakery, Desserts",3.8,500,Yes,No,2
Creamy Zone,Brookefield,"Ice Cream, Juices",3.2,100,No,No,2
The Boozy Griffin,Marathahalli,"European, Continental",4.8,1800,No,Yes,2
Kritunga Restaurant,Marathahalli,"Andhra, Biryani, North Indian, Chinese",3.8,650,Yes,No,4
Nagarjuna,Marathahalli,"Andhra, Biryani",4.2,800,No,No,2
BiereKraft,Marathahalli,"Continental, North Indian, Asian",4.2,1600,No,Yes,3
TBC- Sky Lounge,Marathahalli,"Continental, Asian, Italian, North Indian",4.4,1000,No,Yes,4
Nakkshatra,Marathahalli,"North Indian, Chinese",4.5,900,No,Yes,2
Output Bengaluru,Marathahalli,"North Indian, Continental",4.5,1000,No,Yes,2
Saffron - Radisson Blu,Marathahalli,"North Indian, Mughlai, Lucknowi",4.5,2500,No,Yes,3
Dive,Marathahalli,"Continental, Finger Food",4.3,1300,No,Yes,2
Biriyani Zone,Marathahalli,"Biryani, North Indian, Chinese, Seafood",3.8,800,Yes,No,4
Blue Terrain - Novotel,Marathahalli,"Spanish, Italian, Mediterranean",4.2,2000,No,Yes,3
Plan B,Marathahalli,"Continental, BBQ, Steak",3.9,1100,No,No,3
Amber Rush by The Pool,Marathahalli,"North Indian, Chinese, Continental",3.9,1500,No,No,3
Beijing Bites,Marathahalli,"Chinese, Thai",3.9,850,Yes,No,2
A2B - Adyar Ananda Bhavan,Marathahalli,"South Indian, North Indian, Chinese, Street Food, Fast Food",2.7,400,Yes,No,5
Malties - Radisson Blu,Marathahalli,"Continental, Fast Food",4.3,4500,No,No,2
Le Jardin By Bhagini,Marathahalli,"Continental, Thai, North Indian, Chinese",3.9,1000,No,No,4
The Kick-Ass Company Pub & Diner,Marathahalli,Finger Food,3.7,800,No,No,1
Udupi Vaibhav,Marathahalli,"Chinese, North Indian, South Indian",4.1,400,No,No,3
Chiller's Nation - Iris Inn,Marathahalli,"North Indian, Continental, Italian",2.9,1200,No,No,3
